Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5584.519194,5644.263976,5680.902876,5486.0561,5614.26335,5618.086484,5652.763331,5624.192019,5778.281818,5868.340898,5964.666056,5862.564646,5793.116026,5745.23219,5575.287093,5468.391369,5334.681679,5483.816402,..,..,..,..,..,..,..
Australia,AUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.87865071,93.92791207,89.32816819,98.05308843,95.89021479,93.88602451,94.06821267,94.21585218,94.28316545,94.29310395,94.35148823,95.51005853,94.42474222,94.42165586,94.37700612,93.70804882,93.38683566,89.62563011,..,..,..,..,..,..,..
Australia,AUS,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,6.18,5.93,5.9,5.79,5.65,5.52,5.58,5.53,5.54,5.44,5.34,5.24,4.99,4.93,4.79,4.68,4.54,4.5,4.4,4.33,4.39,4.28,..
Australia,AUS,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,-108.3267499,-101.1087979,-116.0507072,-135.645551,-132.1272139,-127.8260188,-125.5965531,-133.6660235,-128.3489704,-134.1001662,-126.2719965,-132.2364601,-153.6055915,-143.7386205,-153.2371784,-172.4383403,-192.0159244,-190.1909476,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.613356892,4.956324506,3.901171371,2.041417338,3.993589865,3.111398208,4.216633273,3.15375271,2.740635704,3.777916783,3.568270032,1.870486961,2.20656631,2.391385132,3.902007806,2.578754288,2.579017112,2.152735906,2.730547992,2.282183642,2.883045123,2.171396224,-0.050885336,2.236212439,3.617588572
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.575818587,3.81438537,2.71882937,0.739613358,2.817325413,1.932212851,3.108286755,1.905683368,1.363514029,1.901150677,1.5135102,-0.20740929,0.628836598,0.978468035,2.10380811,0.828325558,1.060337085,0.693065823,1.13842434,0.604963408,1.348282752,0.665151145,-1.278358059,2.105711229,2.457502628
Australia,AUS,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,9.743129781,4.439288406,8.093819968,-7.943064449,9.124312422,12.56651199,8.735426137,6.093930929,8.273623067,4.519347683,8.762021523,1.524256596,1.747858355,3.599835104,11.60255135,2.891395445,-1.888988544,-3.692191983,-3.642819852,-0.03918004,4.840519529,-1.253383409,-2.638968816,3.782875732,6.139359215
Australia,AUS,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,5.013626521,5.550783925,4.205065791,3.349573793,2.975420861,4.311399972,5.309611087,4.535037385,3.291143424,5.289443511,4.768441019,0.268917273,3.471119806,4.020554185,2.846593283,1.864223141,2.233114013,2.551876657,2.53741996,2.374891363,2.705897551,1.602157015,-2.979723139,1.106094505,3.756055207
Australia,AUS,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,3.972118406,4.40237699,3.019265627,2.031080871,1.81067285,3.118491355,4.189640724,3.270255718,1.906642818,3.385342283,2.689870196,-1.77631107,1.873869591,2.585155892,1.066659317,0.125987343,0.719555073,1.086503214,0.948289416,0.69615091,1.173777787,0.104303852,-4.171226874,0.977035853,2.594419013
Australia,AUS,Population growth (annual %),SP.POP.GROW,0.996734718,1.093975803,1.144472851,1.283968091,1.137538736,1.150192733,1.069198122,1.217290731,1.349450831,1.824996795,2.003911405,2.060833163,1.555706262,1.389527316,1.745820001,1.72115144,1.491566489,1.439216653,1.561940498,1.653390535,1.502992982,1.485208447,1.23570108,0.127728296,1.125898518
Australia,AUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.858673504,1.948559361,2.004495212,2.13662258,0.367291657,0.380360733,0.299808313,0.448435651,0.581168148,1.02439382,1.20352835,1.260659092,0.755851597,0.590016538,1.049502902,1.033771428,0.799422657,0.749250647,0.867186153,0.918303249,0.733859077,0.681314001,0.388923756,-0.755585899,0.197729794
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,0.83946685,0.93645823,0.984333804,1.123578712,1.282497609,1.293754881,1.211374539,1.35808044,1.488863154,1.968934751,2.14645819,2.202006395,1.695502161,1.527957416,1.865330137,1.838175799,1.608455102,1.554800599,1.677390128,1.774528892,1.628637215,1.615335783,1.371462726,0.267934456,1.27168738
Bangladesh,BGD,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.077937921,0.108511655,0.196716488,0.231887121,0.324067342,0.285128752,0.31630295,0.453130202,0.675799845,0.535060837,0.531980023,0.595434332,0.507516231,0.860647053,0.967861032,0.712777269,0.712813936,0.576014285,0.296576552,0.328811025,0.439495796,0.280599633,0.191321461,..,..
Bangladesh,BGD,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,40072297.25,57339088.89,108394225.7,128998298.5,184420387.3,178445293.2,214850189.3,328613043.5,512730897.9,453302673.3,524979767.4,660932108.9,634395288.8,1196299404,1403398496,1154699176,1311577642,1198109713,693989132.1,854908665.1,1261352936,886694840.7,648579753.7,..,..
Bangladesh,BGD,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,0.338431106,0.318876466,0.278850126,0.344167907,0.257205672,0.247638309,0.243579516,0.237191874,0.225777321,0.219210328,0.250493778,0.105840143,0.173889205,0.199133295,0.16670181,0.21825725,0.153500382,..,..,..,..,..,..,..,..
Bangladesh,BGD,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,41.19954289,41.54811374,40.94477242,38.14212549,37.93528126,36.62503144,36.54252655,35.7143487,33.77715264,32.72373926,31.5295416,30.30333652,28.29919588,27.60178495,26.61985006,26.38645941,25.57640342,..,..,..,..,..,..,..,..
Bangladesh,BGD,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.105169985,1.139427125,1.185525549,1.290520879,1.341081391,1.328383993,1.390799359,1.435035512,1.469984513,1.488930591,1.552635462,1.588335125,1.65766134,1.719181143,1.745785827,1.785839887,1.801079824,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263554217,0.26680992,0.267746691,..,..,..,..,..,..,..
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000000,149000000,158000000,..,..,..,..,..,..,..
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,6.714795839,5.764705882,4.749223258,5.709521619,4.012858291,3.799715909,3.034477171,2.832079253,2.536317768,2.415739397,2.776316559,1.121661242,1.787202746,1.974950739,1.600016474,1.946536145,1.319724237,1.226889902,..,..,..,..,..,..,..
Bangladesh,BGD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,60.24,60.54,60.2,55.96,54.47,52.62,52.05,50.66,48.69,47.19,45.2,43.1,40.31,38.44,37.36,36.96,35.34,31.12,30.23,28.01,25.79,26.37,27.96,..,..
Bangladesh,BGD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,844.387634,828.3708398,812.7354751,797.4452346,782.7652915,769.2127026,756.5401545,745.1427867,736.1765448,728.4789926,722.0399419,715.713197,707.5894201,699.0166932,690.3777497,681.6847708,673.2439437,665.2727618,657.1347992,648.9735303,641.4800893,634.378907,627.1616508,..,..
Bangladesh,BGD,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,..,..
Bangladesh,BGD,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,225000000,16150000,18500000,483000000,..,..,..,..,22700000,25400000,146400000,88530000,137130000,324507000,1527800000,40300000,516500000,300000000,170000000,438000000,269000000,35710000,2087000000,..,613000000
Bangladesh,BGD,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,4019.8,4227.2,4424,4722.7,4878.6,5112.1,5352.3,5585.2,5995.4,6244,6576.4,6937,7337.7,7368.8,7607.5,7991.5,8131.7,8618.6,9054.5,9132.1,8708.8,8719.8,8856.3,..,..
Bangladesh,BGD,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,2.257902659,2.1708353,2.247191011,2.245646196,2.232142857,2.27998176,2.3118767,2.23390276,2.179379715,2.212943633,2.036112178,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,470.5,470.4,474.9,512,521.9,531.3,553.8,562.5,574.6,580.3,595.3,603.4,627.1,681.8,693.1,684.8,701.5,723.4,743.7,783.9,841.3,800.5,763.8,..,..
Bangladesh,BGD,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,10.21654849,10.70238836,11.13754069,10.93964225,11.26685379,11.42021132,12.11693973,12.82162527,13.15913275,13.84894855,14.25639191,14.32598062,14.13280353,14.8050439,15.99755733,16.95811834,17.59926071,..,..,..,..,..,..,..,..
Bangladesh,BGD,GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,15.25740928,15.76085613,16.03832663,15.40625257,15.62356506,15.52972886,16.0464208,16.46337104,16.39098388,16.7962925,16.96506961,16.9393067,16.51244533,16.94579061,17.2017921,17.85709032,18.13700983,..,..,..,..,..,..,..,..
Bangladesh,BGD,Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,3.41507447,3.42355523,3.481288077,3.597852894,3.602449096,3.631245602,3.718365616,3.703703704,3.766889586,3.827427644,3.80790369,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,140.0729314,139.2390399,141.3536088,151.7153229,152.4800174,157.8900865,158.1630412,161.7588677,171.2278354,177.0200969,184.1564385,192.0439481,205.6245892,210.7342601,218.4035193,220.2323144,227.1281031,..,..,..,..,..,..,..,..
Bangladesh,BGD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,57.62886784,57.27512604,57.94291987,60.7230371,61.04664093,62.3942704,62.48464734,63.34035291,65.33087795,66.41712545,67.58003802,69.00602698,70.96940448,71.64883909,72.68378039,72.86167193,73.76893795,..,..,..,..,..,..,..,..
Bangladesh,BGD,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,..,..,2.61,2.76,2.69,2.7,2.62,2.58,2.58,2.51,2.48,2.48,2.47,2.4,2.36,2.37,2.31,2.32,2.34,2.27,2.16,2.07,2.01,..,..
Bangladesh,BGD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,21.33620505,18.18558554,17.0074181,18.82014454,18.05880742,18.47023522,16.02871434,15.0473542,13.7245534,13.63414016,12.82179658,12.3584576,14.52870358,16.93574126,17.79158665,14.97832377,16.84170264,..,..,..,..,..,..,..,..
Bangladesh,BGD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.290474502,4.473865187,5.733300397,4.842472735,3.790731988,4.155199092,7.781459466,6.567506079,7.933521505,7.373869989,5.270023986,5.450960396,6.246591757,5.134697667,6.274152787,5.400814163,3.853968307,6.442082095,-9.819161501,6.100427775,9.456113571,15.21781517,5.014240409,..,..
Bangladesh,BGD,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.352075429,2.492149279,3.737601577,2.870039298,1.880077849,2.351883832,6.00579232,4.962053871,6.634766313,6.251155638,4.339538646,4.526965348,5.040628808,3.860949038,4.960741509,4.073646465,2.568017044,5.181812024,-10.92230046,4.782716225,8.192267068,13.94235436,3.819505413,..,..
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.177026873,4.670156369,5.293294719,5.077287775,3.83312394,4.7395674,5.23953291,6.535944941,6.671904981,7.058599357,6.013789759,5.045124794,5.571788188,6.464379123,6.521458781,6.013605658,6.061059359,6.552639879,7.113478213,6.590249998,7.31941263,7.881906729,3.448025628,6.938679124,7.099828776
Bangladesh,BGD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.222149859,2.684717105,3.305900935,3.100436692,1.92168942,2.926134543,3.50574324,4.930968205,5.388330716,5.939181515,5.076730248,4.124685807,4.373484667,5.174520875,5.20499112,4.678721918,4.747779227,5.291060808,5.803210398,5.266455113,6.080237769,6.687654398,2.271109279,5.716649087,5.954844841
Bangladesh,BGD,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,5.176932649,4.866529588,5.489339086,4.862759653,4.773134138,4.7531041,5.627141938,6.6470944,7.996937616,7.828359319,7.152478293,5.254780356,5.78265546,6.242403673,6.980267619,5.597279761,4.692012187,6.354337867,5.395267333,5.315837614,7.925878567,7.907854699,3.52429996,8.065671137,5.802403624
Bangladesh,BGD,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,3.222057386,2.877365412,3.498244996,2.889944552,2.844395237,2.939436873,3.886966525,5.040443185,6.697419342,6.700892772,6.205353875,4.3325043,4.581958467,4.955234746,5.658129674,4.267638241,3.395684011,5.095106684,4.106017567,4.007870261,6.679701083,6.713315124,2.346515846,6.830762522,4.671290216
Bangladesh,BGD,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,9.113163585,8.586601591,7.117690366,7.934721806,7.420112772,7.657353999,8.208579837,9.763639896,9.887953376,7.146867476,9.815105925,7.388144649,8.564621889,9.560947128,10.56772955,5.364641791,9.855051328,7.118800733,8.909372151,8.359573659,12.13290122,6.880267126,3.945884452,8.090779149,11.65337252
Bangladesh,BGD,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,9.113163585,8.586601591,7.117690366,7.934721806,7.420112772,7.657353999,8.208579837,9.763639896,9.887953376,7.146867476,9.815105925,7.388144649,8.564621889,9.560947128,10.56772955,5.364641791,9.855051328,7.118800733,8.909372151,8.359573659,12.13290122,6.880267126,3.945884452,8.090779149,11.65337252
Bangladesh,BGD,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1.689229223,3.990841499,4.975141457,4.132644873,1.057186162,4.051704832,5.969458599,6.731798053,7.047648704,7.433895085,3.980285026,2.291738472,4.604029906,6.491678831,4.114260767,5.12741356,4.005587375,5.817129637,3.002255149,6.26914014,9.413220737,4.855419609,2.996799856,8.015464419,7.476516769
Bangladesh,BGD,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,-0.200821701,2.018287841,2.993752763,2.173565645,-0.803146907,2.250181444,4.223643622,5.123870766,5.759553146,6.310553104,3.061199733,1.395425537,3.416711026,5.201489836,2.827542965,3.80368842,2.717758719,4.564258979,1.742277954,4.94933327,8.1498695,3.69467048,1.825017051,6.781129536,6.327505735
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,1.876144029,1.915074298,1.905524049,1.899252681,1.85802653,1.746536801,1.661191643,1.517975111,1.210589941,1.051117194,0.887833017,0.880093476,1.141551337,1.218938691,1.243571246,1.267157297,1.245960208,1.191061127,1.230795354,1.249724066,1.161378463,1.11317249,1.14420974,1.149318476,1.074836743
Bangladesh,BGD,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.385010288,1.41630697,1.399021566,1.234833296,0.984705257,0.848089274,0.738358498,0.572885342,0.238549009,0.052813605,-0.136020608,-0.168577919,0.064510717,0.11563333,0.120604693,0.129949393,0.089652649,0.021227796,0.044032799,0.04870817,-0.052658026,-0.114188087,-0.096783577,-0.102356944,-0.186067869
Bangladesh,BGD,Urban population growth (annual %),SP.URB.GROW,3.555515451,3.583953433,3.563966632,4.021548526,4.560228226,4.428774162,4.319324359,4.144582157,3.81722387,3.634036977,3.443691072,3.405919776,3.644549781,3.692842583,3.673378508,3.64237554,3.577997448,3.469949019,3.464608062,3.434725872,3.296925086,3.201394572,3.187094227,3.143603061,3.020051347
Brazil,BRA,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.213827642,0.600104197,1.136993779,0.975114584,1.310593273,1.467585751,1.597748737,1.909643604,1.904523601,1.554425017,1.830556225,1.009399675,1.16660844,1.551305342,1.530298251,1.421345072,1.418270616,0.83894102,0.635618869,1.024963078,1.696651836,1.683077852,1.582834492,..,..
Brazil,BRA,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1766216319,3408591838,7242650375,5285121048,6461224834,7939638911,10385366792,16537513613,20568854886,21295622736,30204177720,16453214704,24965420614,39558286209,36727158021,34680819768,34180321857,14849256052,11186892089,20704254167,31557724155,30800324694,22476249790,..,..
Brazil,BRA,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,13.15831572,12.87840839,13.71233371,12.95704118,13.24585102,13.75984072,13.23911161,13.33735027,13.7210227,13.56258237,12.90939716,13.79550183,12.70043836,13.4916124,12.65074056,11.49810424,10.80908733,..,..,..,..,..,..,..,..
Brazil,BRA,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,19.90898206,20.4233465,19.0360225,19.40759029,20.61019589,21.67327879,21.99105314,22.08671281,22.35551624,22.84854524,22.94430329,23.74147148,23.03408323,21.96789996,21.03726891,20.54467829,20.35314464,..,..,..,..,..,..,..,..
Brazil,BRA,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1.592743383,1.610256637,1.668093031,1.675617635,1.620770787,1.554706022,1.55569064,1.534886706,1.498895152,1.49290906,1.497146047,1.459033831,1.495914776,1.544662796,1.60346932,1.64389686,1.671209135,..,..,..,..,..,..,..,..
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,2.334124843,2.500029876,2.248717434,2.744225407,2.973926074,3.281284738,3.235747304,3.395255475,3.567536373,4.194120145,4.46026169,5.114551801,6.528807841,6.570482382,7.29012855,8.225762394,9.857089889,12.11841445,..,..,..,..,..,..,..
Brazil,BRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,7510000000,8368000000,7846000000,9015000000,10280000000,11955000000,12537000000,13684000000,14960000000,18670000000,20654000000,23840000000,33672000000,34939000000,40287000000,46977000000,58221000000,70487000000,..,..,..,..,..,..,..
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,92.92334373,90.03692683,89.49270586,84.28744505,85.738173,87.16360313,86.03211228,87.12462751,86.74765165,88.21467965,84.26642365,88.99577577,84.72423388,87.120997,82.4482831,76.68920812,73.08207385,73.96690805,..,..,..,..,..,..,..
Brazil,BRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,43.79,43.98,42.66,41.33,42.85,45.11,45.18,46.13,46.67,47.19,47.04,48.92,46.81,45.26,43.49,42.32,41.71,43.62,45.46,45.33,46.95,47.58,50.05,..,..
Brazil,BRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,33097.55898,32630.82226,32187.86752,31765.55889,31366.93252,30997.2205,30646.04477,30305.57171,29980.82594,29673.00677,29381.49127,29102.77262,28830.65609,28564.17677,28308.15537,28063.40676,27823.6987,27589.30515,27366.39055,27150.43326,26935.77484,26730.20621,26552.99315,..,..
Brazil,BRA,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,5661,..,..
Brazil,BRA,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,9490130000,4514240000,7444500000,3683540000,3678930000,3688350000,1757100000,3751790000,5654000000,8034900000,8891200000,23150210000,11218100000,16055100000,29729630000,9576120000,9440600000,5573180000,14598300000,5813300000,4947340000,6309570000,5899740000,2670270000,5151490000
Brazil,BRA,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,16180.5,17500.3,19090.2,19706.4,21909.9,22850.3,23577.3,25580.8,26413.2,26671.4,28459.9,28174.8,30288.3,30944.6,31949.5,32439.7,35206.4,36587,36450.8,38099.3,37301.4,39280.3,39382.4,..,..
Brazil,BRA,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,4.439063761,4.451779102,4.549473515,4.354504262,4.260312945,4.336228712,4.280155642,4.7616,5.082221934,5.168426973,5.654974946,..,..,..,..,..,..,..,..,..,..,..,..,..,..
